mu,z_m,rho_m,axial_accel_mps2
-0.21200000000000008,0.17879999700712057,0.09772696659571503,27.462322735174087
-0.21000000000000008,0.17899999700712055,0.09777013859047148,27.387400425583166
-0.20800000000000007,0.17919999700712055,0.0978128825871112,27.312850438536003
-0.20600000000000007,0.17939999700712056,0.097855199146494,27.238670148324662
-0.20400000000000007,0.17959999700712057,0.09789708882290628,27.164856953032533
-0.20200000000000007,0.17979999700712057,0.0979385521640993,27.091408274271824
-0.20000000000000007,0.17999999700712055,0.09797958971132713,27.018321556924715
-0.19800000000000006,0.18019999700712055,0.09802020199938379,26.945594268887685
-0.19600000000000006,0.18039999700712056,0.09806038955664005,26.873223900819294
-0.19400000000000006,0.18059999700712057,0.09810015290507962,26.801207965891102
-0.19200000000000006,0.18079999700712057,0.09813949256033476,26.729543999541892
-0.19000000000000006,0.18099999700712055,0.09817840903172143,26.65822955923495
-0.18800000000000006,0.18119999700712056,0.09821690282227392,26.587262224218435
-0.18600000000000005,0.18139999700712056,0.09825497442877892,26.516639595289014
-0.18400000000000005,0.18159999700712057,0.09829262434180909,26.44635929455827
-0.18200000000000005,0.18179999700712057,0.09832985304575614,26.376418965222225
-0.18000000000000005,0.18199999700712055,0.0983666610188635,26.306816271333798
-0.17800000000000005,0.18219999700712056,0.09840304873325827,26.237548897578016
-0.17600000000000005,0.18239999700712056,0.09843901665498289,26.168614549050297
-0.17400000000000004,0.18259999700712057,0.09847456524402634,26.100010951037305
-0.17200000000000004,0.18279999700712057,0.09850969495435463,26.03173584880077
-0.17000000000000004,0.18299999700712055,0.09854440623394106,25.963787007363862
-0.16800000000000004,0.18319999700712056,0.09857869952479592,25.896162211300357
-0.16600000000000004,0.18339999700712056,0.09861257526299574,25.828859264526404
-0.16400000000000003,0.18359999700712057,0.09864603387871203,25.761875990094936
-0.16200000000000003,0.18379999700712057,0.09867907579623961,25.695210229992675
-0.16000000000000003,0.18399999700712055,0.09871170143402452,25.628859844939495
-0.15800000000000003,0.18419999700712056,0.0987439112046915,25.56282271419052
-0.15600000000000003,0.18439999700712056,0.09877570551507087,25.497096735340573
